detector;screenshot_path;temp;artifact_visible;artifact_goal;artifacttype_retrieved;features_extracted;matching_finished;total;found;match_count;goal
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-3-3.png;exe_updater_generic-3-3.png;exe_updater_generic;exe_self_remove;14,4265;384,0189;88,5333;486,9787;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-3-4.png;exe_updater_generic-3-4.png;exe_updater_generic;exe_self_remove;77,2305;427,4137;82,3335;586,9777;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-4-1.png;exe_updater_generic-4-1.png;exe_updater_generic;exe_self_remove;72,6573;314,305;93,456;480,4183;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-4-2.png;exe_updater_generic-4-2.png;exe_updater_generic;exe_self_remove;14,0417;315,3844;83,3048;412,7309;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-4-3.png;exe_updater_generic-4-3.png;exe_updater_generic;exe_self_remove;14,3395;394,4272;23,8181;432,5848;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-4-4.png;exe_updater_generic-4-4.png;exe_updater_generic;exe_self_remove;14,6268;377,9164;23,2412;415,7844;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-5-1.png;exe_updater_generic-5-1.png;exe_updater_generic;exe_self_remove;13,9644;284,2222;86,5142;384,7008;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-5-2.png;exe_updater_generic-5-2.png;exe_updater_generic;exe_self_remove;85,0486;218,1949;92,0782;395,3217;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-5-3.png;exe_updater_generic-5-3.png;exe_updater_generic;exe_self_remove;84,9994;195,2647;100,5027;380,7668;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-5-4.png;exe_updater_generic-5-4.png;exe_updater_generic;exe_self_remove;78,796;216,5963;88,7923;384,1846;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_human-1-1.png;exe_updater_human-1-1.png;exe_updater_human;exe_self_remove;14,2584;110,5295;83,0308;207,8187;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_human-1-2.png;exe_updater_human-1-2.png;exe_updater_human;exe_self_remove;14,2788;190,3678;23,7822;228,4288;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_human-3-1.png;exe_updater_human-3-1.png;exe_updater_human;exe_self_remove;79,2476;234,3145;23,3267;336,8888;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_human-5-1.png;exe_updater_human-5-1.png;exe_updater_human;exe_self_remove;83,6444;143,8056;23,8151;251,2651;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-1.png;exe_updater_java-1-1.png;exe_updater_java;exe_self_remove;14,3456;96,4052;92,4325;203,1833;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-2.png;exe_updater_java-1-2.png;exe_updater_java;exe_self_remove;74,4333;101,2099;22,7508;198,394;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-3.png;exe_updater_java-1-3.png;exe_updater_java;exe_self_remove;84,0628;98,1771;23,1553;205,3952;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-4.png;exe_updater_java-1-4.png;exe_updater_java;exe_self_remove;13,9724;103,1592;78,3436;195,4752;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-5.png;exe_updater_java-1-5.png;exe_updater_java;exe_self_remove;56,8282;124,0142;97,3269;278,1693;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-6.png;exe_updater_java-1-6.png;exe_updater_java;exe_self_remove;84,456;103,4455;23,5946;211,4961;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-7.png;exe_updater_java-1-7.png;exe_updater_java;exe_self_remove;14,1445;122,4011;23,9769;160,5225;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-8.png;exe_updater_java-1-8.png;exe_updater_java;exe_self_remove;95,3151;97,098;95,2931;287,7062;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-1.png;exe_updater_java-2-1.png;exe_updater_java;exe_self_remove;13,9555;400,3177;23,7247;437,9979;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-2.png;exe_updater_java-2-2.png;exe_updater_java;exe_self_remove;85,6754;300,242;23,7706;409,688;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-3.png;exe_updater_java-2-3.png;exe_updater_java;exe_self_remove;13,9629;381,499;23,787;419,2489;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-4.png;exe_updater_java-2-4.png;exe_updater_java;exe_self_remove;14,4778;301,717;90,728;406,9228;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-5.png;exe_updater_java-2-5.png;exe_updater_java;exe_self_remove;78,3906;234,5921;23,8355;336,8182;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-6.png;exe_updater_java-2-6.png;exe_updater_java;exe_self_remove;85,6079;315,4891;83,8103;484,9073;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-7.png;exe_updater_java-2-7.png;exe_updater_java;exe_self_remove;14,2134;292,5228;88,9438;395,68;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-8.png;exe_updater_java-2-8.png;exe_updater_java;exe_self_remove;84,2721;230,6234;87,201;402,0965;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-1.png;exe_updater_java-3-1.png;exe_updater_java;exe_self_remove;13,9523;382,2705;105,8866;502,1094;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-2.png;exe_updater_java-3-2.png;exe_updater_java;exe_self_remove;84,4099;337,3294;89,0361;510,7754;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-3.png;exe_updater_java-3-3.png;exe_updater_java;exe_self_remove;14,4135;399,3244;93,8102;507,5481;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-4.png;exe_updater_java-3-4.png;exe_updater_java;exe_self_remove;14,4613;379,5257;93,9949;487,9819;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-5.png;exe_updater_java-3-5.png;exe_updater_java;exe_self_remove;14,1299;388,9022;23,6435;426,6756;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-6.png;exe_updater_java-3-6.png;exe_updater_java;exe_self_remove;79,066;325,6923;86,0338;490,7921;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-7.png;exe_updater_java-3-7.png;exe_updater_java;exe_self_remove;14,6841;323,3676;83,6608;421,7125;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-8.png;exe_updater_java-3-8.png;exe_updater_java;exe_self_remove;78,023;305,7909;103,1407;486,9546;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-1.png;exe_updater_java-4-1.png;exe_updater_java;exe_self_remove;83,0654;329,7226;83,2294;496,0174;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-2.png;exe_updater_java-4-2.png;exe_updater_java;exe_self_remove;13,9479;402,7959;92,6269;509,3707;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-3.png;exe_updater_java-4-3.png;exe_updater_java;exe_self_remove;14,6996;305,7235;23,9644;344,3875;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-4.png;exe_updater_java-4-4.png;exe_updater_java;exe_self_remove;14,289;397,1873;88,3023;499,7786;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-5.png;exe_updater_java-4-5.png;exe_updater_java;exe_self_remove;14,0276;313,8605;87,4147;415,3028;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-6.png;exe_updater_java-4-6.png;exe_updater_java;exe_self_remove;13,8059;319,201;23,0955;356,1024;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-7.png;exe_updater_java-4-7.png;exe_updater_java;exe_self_remove;14,8269;320,106;103,0287;437,9616;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-8.png;exe_updater_java-4-8.png;exe_updater_java;exe_self_remove;13,9706;317,9688;87,1912;419,1306;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-1.png;exe_updater_java-5-1.png;exe_updater_java;exe_self_remove;78,1931;232,1117;91,8066;402,1114;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-2.png;exe_updater_java-5-2.png;exe_updater_java;exe_self_remove;13,9651;304,222;84,498;402,6851;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-3.png;exe_updater_java-5-3.png;exe_updater_java;exe_self_remove;14,2325;292,4739;89,6003;396,3067;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-4.png;exe_updater_java-5-4.png;exe_updater_java;exe_self_remove;14,1506;306,8566;81,9517;402,9589;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-5.png;exe_updater_java-5-5.png;exe_updater_java;exe_self_remove;79,0717;229,1237;87,3388;395,5342;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-6.png;exe_updater_java-5-6.png;exe_updater_java;exe_self_remove;77,4592;317,9678;88,4727;483,8997;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-7.png;exe_updater_java-5-7.png;exe_updater_java;exe_self_remove;73,4142;238,1094;80,8961;392,4197;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-8.png;exe_updater_java-5-8.png;exe_updater_java;exe_self_remove;14,6019;302,2506;82,127;398,9795;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-1-1.png;exe_updater_remote-1-1.png;exe_updater_remote;exe_self_remove;14,5712;172,4505;24,4421;211,4638;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-1-2.png;exe_updater_remote-1-2.png;exe_updater_remote;exe_self_remove;14,4545;100,3706;96,4355;211,2606;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-2-1.png;exe_updater_remote-2-1.png;exe_updater_remote;exe_self_remove;79,4381;334,179;81,4635;495,0806;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-2-2.png;exe_updater_remote-2-2.png;exe_updater_remote;exe_self_remove;14,2179;321,4079;82,2758;417,9016;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-3-1.png;exe_updater_remote-3-1.png;exe_updater_remote;exe_self_remove;14,646;392,5962;23,0487;430,2909;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-3-2.png;exe_updater_remote-3-2.png;exe_updater_remote;exe_self_remove;82,0556;333,3322;88,7892;504,177;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-4-1.png;exe_updater_remote-4-1.png;exe_updater_remote;exe_self_remove;14,2875;303,1636;88,1403;405,5914;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-4-2.png;exe_updater_remote-4-2.png;exe_updater_remote;exe_self_remove;13,9149;311,3337;23,9312;349,1798;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-5-1.png;exe_updater_remote-5-1.png;exe_updater_remote;exe_self_remove;84,7754;160,3626;23,8284;268,9664;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-5-2.png;exe_updater_remote-5-2.png;exe_updater_remote;exe_self_remove;72,1522;223,5858;100,7879;396,5259;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_simple-1-1.png;exe_updater_simple-1-1.png;exe_updater_simple;exe_self_remove;14,8317;94,2776;23,6064;132,7157;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_simple-2-1.png;exe_updater_simple-2-1.png;exe_updater_simple;exe_self_remove;78,6828;235,2765;23,3293;337,2886;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_simple-3-1.png;exe_updater_simple-3-1.png;exe_updater_simple;exe_self_remove;72,3892;321,4692;86,2287;480,0871;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_simple-4-1.png;exe_updater_simple-4-1.png;exe_updater_simple;exe_self_remove;14,8384;388,5487;86,6558;490,0429;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_simple-5-1.png;exe_updater_simple-5-1.png;exe_updater_simple;exe_self_remove;15,1239;362,9853;24,0653;402,1745;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-1-1.png;ms_word_macro-1-1.png;ms_word_macro;exe_self_remove;13,9644;123,293;87,4295;224,6869;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-1-2.png;ms_word_macro-1-2.png;ms_word_macro;exe_self_remove;83,6223;218,5912;89,4153;391,6288;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-1-3.png;ms_word_macro-1-3.png;ms_word_macro;exe_self_remove;73,1126;106,5508;96,7155;276,3789;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-1-4.png;ms_word_macro-1-4.png;ms_word_macro;exe_self_remove;13,928;110,7345;94,4505;219,113;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-2-1.png;ms_word_macro-2-1.png;ms_word_macro;exe_self_remove;13,7982;205,1187;103,1959;322,1128;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-2-2.png;ms_word_macro-2-2.png;ms_word_macro;exe_self_remove;13,8284;316,3988;23,3058;353,533;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-2-3.png;ms_word_macro-2-3.png;ms_word_macro;exe_self_remove;84,0822;322,2537;99,058;505,3939;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-2-4.png;ms_word_macro-2-4.png;ms_word_macro;exe_self_remove;14,7263;314,5821;83,3293;412,6377;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-3-1.png;ms_word_macro-3-1.png;ms_word_macro;exe_self_remove;14,6656;282,6806;92,7034;390,0496;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-3-2.png;ms_word_macro-3-2.png;ms_word_macro;exe_self_remove;14,3568;219,164;23,528;257,0488;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-3-3.png;ms_word_macro-3-3.png;ms_word_macro;exe_self_remove;14,3971;379,4392;92,9091;486,7454;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-3-4.png;ms_word_macro-3-4.png;ms_word_macro;exe_self_remove;14,4243;209,8657;24,0042;248,2942;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-4-1.png;ms_word_macro-4-1.png;ms_word_macro;exe_self_remove;14,0301;297,1719;82,4126;393,6146;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-4-2.png;ms_word_macro-4-2.png;ms_word_macro;exe_self_remove;81,0011;317,8524;82,8789;481,7324;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-4-3.png;ms_word_macro-4-3.png;ms_word_macro;exe_self_remove;78,3957;316,968;88,9593;484,323;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-4-4.png;ms_word_macro-4-4.png;ms_word_macro;exe_self_remove;79,2612;217,792;104,6692;401,7224;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-5-1.png;ms_word_macro-5-1.png;ms_word_macro;exe_self_remove;14,334;202,5974;94,7058;311,6372;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-5-2.png;ms_word_macro-5-2.png;ms_word_macro;exe_self_remove;14,4293;309,9623;89,912;414,3036;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-5-3.png;ms_word_macro-5-3.png;ms_word_macro;exe_self_remove;14,2281;371,6685;23,7968;409,6934;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-5-4.png;ms_word_macro-5-4.png;ms_word_macro;exe_self_remove;14,3183;225,3501;23,3631;263,0315;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-1-1.png;ms_word_protected_view-1-1.png;ms_word_protected_view;exe_self_remove;14,1652;206,4202;84,7067;305,2921;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-1-2.png;ms_word_protected_view-1-2.png;ms_word_protected_view;exe_self_remove;13,9502;104,0729;170,0805;288,1036;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-2-1.png;ms_word_protected_view-2-1.png;ms_word_protected_view;exe_self_remove;83,7787;307,9321;23,4143;415,1251;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-3-1.png;ms_word_protected_view-3-1.png;ms_word_protected_view;exe_self_remove;14,4701;392,505;23,7644;430,7395;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-3-2.png;ms_word_protected_view-3-2.png;ms_word_protected_view;exe_self_remove;14,339;309,8727;92,7735;416,9852;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-5-1.png;ms_word_protected_view-5-1.png;ms_word_protected_view;exe_self_remove;84,3047;317,0927;88,5336;489,931;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-5-2.png;ms_word_protected_view-5-2.png;ms_word_protected_view;exe_self_remove;14,9749;203,7147;82,2314;300,921;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-1.png;not_artifacts-1-1.png;not_artifacts;exe_self_remove;86,4421;108,3457;99,4684;294,2562;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-10.png;not_artifacts-1-10.png;not_artifacts-;exe_self_remove;16,1289;280,4259;24,1252;320,68;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-2.png;not_artifacts-1-2.png;not_artifacts;exe_self_remove;14,6559;220,488;83,8436;318,9875;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-3.png;not_artifacts-1-3.png;not_artifacts;exe_self_remove;78,5924;210,1889;93,4767;382,258;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-4.png;not_artifacts-1-4.png;not_artifacts;exe_self_remove;14,3812;208,6771;89,9079;312,9662;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-5.png;not_artifacts-1-5.png;not_artifacts;exe_self_remove;14,6526;98,9917;89,3352;202,9795;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-6.png;not_artifacts-1-6.png;not_artifacts;exe_self_remove;83,5023;104,9594;107,5958;296,0575;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-7.png;not_artifacts-1-7.png;not_artifacts;exe_self_remove;14,0138;195,8595;23,3142;233,1875;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-8.png;not_artifacts-1-8.png;not_artifacts;exe_self_remove;14,1741;113,7992;24,0222;151,9955;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-9.png;not_artifacts-1-9.png;not_artifacts;exe_self_remove;73,3701;118,0466;88,6022;280,0189;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-1.png;not_artifacts-2-1.png;not_artifacts;exe_self_remove;82,4196;311,8037;23,914;418,1373;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-2.png;not_artifacts-2-2.png;not_artifacts;exe_self_remove;79,6614;214,4426;81,4039;375,5079;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-3.png;not_artifacts-2-3.png;not_artifacts;exe_self_remove;14,1548;309,3759;87,7665;411,2972;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-4.png;not_artifacts-2-4.png;not_artifacts;exe_self_remove;13,8604;217,7294;24,5349;256,1247;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-5.png;not_artifacts-2-5.png;not_artifacts;exe_self_remove;14,8209;280,0921;92,968;387,881;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-6.png;not_artifacts-2-6.png;not_artifacts;exe_self_remove;14,8502;279,8551;94,1977;388,903;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-7.png;not_artifacts-2-7.png;not_artifacts;exe_self_remove;14,2671;283,3086;23,7362;321,3119;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-8.png;not_artifacts-2-8.png;not_artifacts;exe_self_remove;73,2519;240,2385;90,083;403,5734;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-9.png;not_artifacts-2-9.png;not_artifacts;exe_self_remove;81,8325;231,2117;84,8016;397,8458;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-1.png;not_artifacts-3-1.png;not_artifacts;exe_self_remove;72,5452;415,4768;24,1091;512,1311;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-10.png;not_artifacts-3-10.png;not_artifacts-;exe_self_remove;78,1262;309,8139;23,4968;411,4369;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-11.png;not_artifacts-3-11.png;not_artifacts-;exe_self_remove;14,3101;292,0744;24,0306;330,4151;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-2.png;not_artifacts-3-2.png;not_artifacts;exe_self_remove;13,8649;292,7465;89,8668;396,4782;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-3.png;not_artifacts-3-3.png;not_artifacts;exe_self_remove;13,7114;299,9761;83,6592;397,3467;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-4.png;not_artifacts-3-4.png;not_artifacts;exe_self_remove;79,718;304,3234;90,8998;474,9412;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-5.png;not_artifacts-3-5.png;not_artifacts;exe_self_remove;14,4957;294,3033;23,8478;332,6468;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-6.png;not_artifacts-3-6.png;not_artifacts;exe_self_remove;74,0817;236,3816;75,8056;386,2689;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-7.png;not_artifacts-3-7.png;not_artifacts;exe_self_remove;86,8774;140,2915;23,1184;250,2873;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-8.png;not_artifacts-3-8.png;not_artifacts;exe_self_remove;14,927;266,2343;23,4198;304,5811;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-9.png;not_artifacts-3-9.png;not_artifacts;exe_self_remove;77,5459;208,5427;23,6398;309,7284;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-1.png;not_artifacts-4-1.png;not_artifacts;exe_self_remove;79,4586;318,7;24,6787;422,8373;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-10.png;not_artifacts-4-10.png;not_artifacts-;exe_self_remove;13,8809;187,987;102,4082;304,2761;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-11.png;not_artifacts-4-11.png;not_artifacts-;exe_self_remove;75,9949;419,9463;96,6411;592,5823;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-2.png;not_artifacts-4-2.png;not_artifacts;exe_self_remove;83,4808;307,9611;23,6501;415,092;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-3.png;not_artifacts-4-3.png;not_artifacts;exe_self_remove;13,8331;380,7012;92,8256;487,3599;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-4.png;not_artifacts-4-4.png;not_artifacts;exe_self_remove;84,736;305,6609;24,5959;414,9928;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-5.png;not_artifacts-4-5.png;not_artifacts;exe_self_remove;80,3475;230,0582;23,5983;334,004;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-6.png;not_artifacts-4-6.png;not_artifacts;exe_self_remove;15,1471;207,7173;23,9063;246,7707;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-7.png;not_artifacts-4-7.png;not_artifacts;exe_self_remove;84,6537;309,6754;23,2972;417,6263;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-8.png;not_artifacts-4-8.png;not_artifacts;exe_self_remove;14,4587;320,0595;87,3567;421,8749;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-9.png;not_artifacts-4-9.png;not_artifacts;exe_self_remove;14,225;295,3825;85,3602;394,9677;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-1.png;not_artifacts-5-1.png;not_artifacts;exe_self_remove;14,0453;218,6409;88,4988;321,185;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-10.png;not_artifacts-5-10.png;not_artifacts-;exe_self_remove;77,3762;205,8111;23,5731;306,7604;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-11.png;not_artifacts-5-11.png;not_artifacts-;exe_self_remove;14,1191;212,682;87,6079;314,409;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-2.png;not_artifacts-5-2.png;not_artifacts;exe_self_remove;13,9797;232,1386;82,09;328,2083;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-3.png;not_artifacts-5-3.png;not_artifacts;exe_self_remove;14,1638;293,5302;86,7797;394,4737;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-4.png;not_artifacts-5-4.png;not_artifacts;exe_self_remove;13,9349;202,3044;24,2956;240,5349;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-5.png;not_artifacts-5-5.png;not_artifacts;exe_self_remove;13,8221;226,3531;24,0964;264,2716;False;0;False
